"","id","first_name","last_name","email","gender","transaction_per_year","discount_ratio","no_of_transactions","time_in_system","churned","predict"
"531",531,"Andrea","Sullivan","asullivaneq@seesaa.net","Female",98154,0.5,11,3,1,0.533807972452639
"532",532,"Katherine","Perkins","kperkinser@taobao.com","Female",427115,0.1,19,4,1,0.553385386498247
"533",533,"Barbara","Owens","bowenses@jiathis.com","Female",233162,0.2,8,11,1,0.470111873717558
"534",534,"Johnny","Smith","jsmithet@ftc.gov","Male",184805,0,10,8,1,0.507670819891656
"535",535,"David","Patterson","dpattersoneu@google.ru","Male",343233,0.5,19,9,1,0.495473188663004
"536",536,"Carl","Cox","ccoxev@ustream.tv","Male",188414,0.4,15,9,0,0.492899195630681
"537",537,"Alice","Wood","awoodew@ihg.com","Female",433311,0.3,17,6,0,0.52470229955031
"538",538,"Adam","Stewart","astewartex@economist.com","Male",161055,0.1,15,7,0,0.521861385710473
"539",539,"Jacqueline","Payne","jpayneey@arizona.edu","Female",81987,0.1,19,10,1,0.503997629080348
"540",540,"Daniel","Mason","dmasonez@etsy.com","Male",488523,0,19,12,0,0.48802201111153
"541",541,"Alice","Stewart","astewartf0@time.com","Female",106730,1,19,10,0,0.469101217736489
"542",542,"Raymond","Bradley","rbradleyf1@hugedomains.com","Male",489783,0.7,10,8,1,0.478681555823622
"543",543,"Ernest","Hughes","ehughesf2@cam.ac.uk","Male",236204,0.2,6,6,1,0.509391048323592
"544",544,"Susan","Ford","sfordf3@cmu.edu","Female",348605,0.5,14,7,0,0.503351569510952
"545",545,"Arthur","Holmes","aholmesf4@princeton.edu","Male",164127,0.4,7,7,1,0.495393342898676
"546",546,"Shirley","Parker","sparkerf5@squarespace.com","Female",61448,1,13,4,0,0.509861416477837
"547",547,"Scott","Johnson","sjohnsonf6@dailymotion.com","Male",454688,0.9,18,10,0,0.468852180682042
"548",548,"Ann","Daniels","adanielsf7@storify.com","Female",409399,0.1,14,9,0,0.501190395934842
"549",549,"Maria","Cunningham","mcunninghamf8@jalbum.net","Female",255729,0.9,14,6,0,0.497116954259851
"550",550,"Bonnie","Richardson","brichardsonf9@seesaa.net","Female",172546,0.3,11,9,1,0.489426717057571
"551",551,"Ashley","Cunningham","acunninghamfa@1und1.de","Female",169337,0.7,6,9,1,0.464715701199025
"552",552,"Raymond","Phillips","rphillipsfb@sina.com.cn","Male",489807,0.4,5,9,0,0.472363611177638
"553",553,"Russell","Washington","rwashingtonfc@alibaba.com","Male",107382,0.7,18,9,1,0.487420373802806
"554",554,"Nicholas","Wilson","nwilsonfd@techcrunch.com","Male",77401,0.4,14,11,0,0.474551881600317
"555",555,"Doris","Peters","dpetersfe@google.ca","Female",445381,0.9,10,4,0,0.505662414573349
"556",556,"Rebecca","Morris","rmorrisff@cdbaby.com","Female",146118,0.7,11,9,0,0.474159197878731
"557",557,"Ruby","Anderson","randersonfg@livejournal.com","Female",245516,0.4,16,7,1,0.511595109196057
"558",558,"Henry","Jacobs","hjacobsfh@cafepress.com","Male",485647,0.9,20,5,0,0.5153855245726
"559",559,"Timothy","Allen","tallenfi@cnn.com","Male",340916,0.4,15,6,1,0.517722799328435
"560",560,"Peter","Hudson","phudsonfj@eepurl.com","Male",439895,0.7,7,9,1,0.464824889497992
"561",561,"Paula","Austin","paustinfk@shutterfly.com","Female",278172,0.1,11,4,0,0.539479109736721
"562",562,"Lois","Thompson","lthompsonfl@hugedomains.com","Female",473641,0.1,6,5,0,0.52031857179175
"563",563,"Ryan","Fernandez","rfernandezfm@yahoo.co.jp","Male",257616,0,7,3,1,0.544640182319517
"564",564,"Stephanie","Hernandez","shernandezfn@facebook.com","Female",297758,0.9,8,7,0,0.477089919111581
"565",565,"Chris","Stanley","cstanleyfo@forbes.com","Male",238926,0.8,17,3,0,0.532470935397334
"566",566,"Kimberly","Ramirez","kramirezfp@reference.com","Female",434048,0.3,20,3,1,0.556083261460093
"567",567,"Joan","Elliott","jelliottfq@jigsy.com","Female",191006,0.3,6,12,1,0.454204280271936
"568",568,"James","Bowman","jbowmanfr@pbs.org","Male",87588,0.5,11,7,0,0.499463344003956
"569",569,"Mary","Cole","mcolefs@macromedia.com","Female",313544,0.9,17,10,0,0.467906175031811
"570",570,"Donald","Garcia","dgarciaft@yellowpages.com","Male",167290,1,20,9,1,0.479171533577132
"571",571,"Rebecca","Garza","rgarzafu@google.pl","Female",279412,0.7,7,7,0,0.483069080528935
"572",572,"Kevin","Turner","kturnerfv@purevolume.com","Male",254191,0.9,12,8,1,0.476203080947066
"573",573,"William","Bailey","wbaileyfw@who.int","Male",134183,0.8,10,9,0,0.468518098443192
"574",574,"Adam","Cox","acoxfx@joomla.org","Male",140596,0.2,15,12,0,0.475117887823521
"575",575,"Maria","Flores","mfloresfy@webs.com","Female",352611,0.8,8,8,1,0.47199159282753
"576",576,"Jeremy","Wheeler","jwheelerfz@cam.ac.uk","Male",107270,0.2,8,12,0,0.46232267950702
"577",577,"Bobby","Bradley","bbradleyg0@mayoclinic.com","Male",372995,0.6,18,3,1,0.541181893454144
"578",578,"Gregory","Garcia","ggarciag1@opera.com","Male",227835,1,6,10,0,0.444155397577011
"579",579,"Shawn","Burke","sburkeg2@scientificamerican.com","Male",159600,0,20,12,0,0.492007565974801
"580",580,"Denise","Sanders","dsandersg3@samsung.com","Female",425869,0,8,10,0,0.485188232505809
"581",581,"Eric","Hart","ehartg4@elpais.com","Male",351338,0.6,16,8,1,0.494588400932051
"582",582,"Philip","Burton","pburtong5@joomla.org","Male",411644,0.3,17,4,1,0.542048877978034
"583",583,"Billy","Cooper","bcooperg6@miibeian.gov.cn","Male",129439,0,14,6,0,0.532669989242333
"584",584,"Gregory","Arnold","garnoldg7@360.cn","Male",79597,0.6,8,9,1,0.472872923524169
"585",585,"Maria","Webb","mwebbg8@boston.com","Female",234616,0.3,16,4,0,0.541334905599573
"586",586,"Lois","Castillo","lcastillog9@digg.com","Female",428503,0.1,20,4,1,0.555235082983652
"587",587,"Julia","Schmidt","jschmidtga@npr.org","Female",444938,0.2,18,10,1,0.495932440214409
"588",588,"Jennifer","Cole","jcolegb@delicious.com","Female",471462,0.3,8,3,1,0.53353727597376
"589",589,"Angela","Ramos","aramosgc@examiner.com","Female",155748,0.9,12,10,1,0.459633158306662
"590",590,"Nancy","Edwards","nedwardsgd@usda.gov","Female",460999,0.1,11,3,0,0.546900150610725
"591",591,"Paul","Phillips","pphillipsge@bizjournals.com","Male",314667,0.5,10,11,0,0.461723382879622
"592",592,"Albert","Mcdonald","amcdonaldgf@meetup.com","Male",211303,0.3,9,4,1,0.528474951180347
"593",593,"Dennis","Richardson","drichardsongg@pen.io","Male",267899,0.5,13,9,0,0.484808284229682
"594",594,"Richard","Gonzales","rgonzalesgh@craigslist.org","Male",81585,0.6,7,8,1,0.479604634723945
"595",595,"Teresa","Jones","tjonesgi@nba.com","Female",380647,0.6,13,3,0,0.531839056175331
"596",596,"Kathy","Dunn","kdunngj@blog.com","Female",425000,0.6,16,11,1,0.468302374625992
"597",597,"Arthur","Moreno","amorenogk@newsvine.com","Male",50686,0.6,10,9,0,0.47677721110769
"598",598,"Evelyn","Lewis","elewisgl@prnewswire.com","Female",341527,0.5,14,3,1,0.537810287666665
"599",599,"Henry","Grant","hgrantgm@uiuc.edu","Male",165856,0.6,5,9,1,0.466739140484933
"600",600,"Evelyn","Franklin","efranklingn@nydailynews.com","Female",321970,0.8,20,6,1,0.511700257893936
"601",601,"Terry","Griffin","tgriffingo@miitbeian.gov.cn","Male",148307,0.7,10,9,1,0.472286371780877
"602",602,"Johnny","Williams","jwilliamsgp@newsvine.com","Male",417550,0.1,18,5,1,0.542985326574061
"603",603,"Elizabeth","Franklin","efranklingq@geocities.jp","Female",495763,0.6,5,7,1,0.481812369634734
"604",604,"Jane","Ray","jraygr@xing.com","Female",238618,0.7,11,4,0,0.516577261942489
"605",605,"Philip","Sullivan","psullivangs@alexa.com","Male",97387,0.7,6,12,0,0.439371231819977
"606",606,"William","Griffin","wgriffingt@tamu.edu","Male",261999,0.1,16,10,1,0.497257619998079
"607",607,"Earl","Simpson","esimpsongu@oaic.gov.au","Male",138726,0.9,15,9,0,0.473922478355792
"608",608,"Deborah","Weaver","dweavergv@earthlink.net","Female",406535,0.4,10,12,1,0.456385710046843
"609",609,"Joe","Dunn","jdunngw@foxnews.com","Male",387713,0.1,12,9,0,0.49761327888559
"610",610,"Gloria","Gardner","ggardnergx@networksolutions.com","Female",251210,0.8,5,7,0,0.47567449526039
"611",611,"Denise","Riley","drileygy@cpanel.net","Female",499869,0.9,6,7,0,0.472065684959383
"612",612,"Stephen","Allen","sallengz@themeforest.net","Male",448533,0.7,14,11,1,0.460573260282791
"613",613,"Jonathan","Harris","jharrish0@t-online.de","Male",375039,0.8,20,11,0,0.468340914949947
"614",614,"Adam","Hill","ahillh1@nymag.com","Male",267519,0.8,17,5,1,0.515079572039271
"615",615,"Peter","Gomez","pgomezh2@paypal.com","Male",115674,0.3,11,8,0,0.498397700613824
"616",616,"Gregory","Crawford","gcrawfordh3@soup.io","Male",295910,0,16,8,1,0.518104421734285
"617",617,"Carlos","Burke","cburkeh4@economist.com","Male",206771,0.6,19,5,1,0.526908928177949
"618",618,"Wayne","Jenkins","wjenkinsh5@businesswire.com","Male",483122,0,14,12,1,0.478763577196233
"619",619,"Ronald","Hawkins","rhawkinsh6@amazon.co.uk","Male",303401,0.2,17,9,0,0.503592213373016
"620",620,"Bruce","Burns","bburnsh7@yellowpages.com","Male",473115,0.9,9,7,0,0.477814696517273
"621",621,"Charles","Greene","cgreeneh8@harvard.edu","Male",120879,0.9,6,12,0,0.43150012373893
"622",622,"Wayne","Fields","wfieldsh9@creativecommons.org","Male",243048,0.9,6,8,0,0.465123104399482
"623",623,"Janet","Perkins","jperkinsha@sciencedirect.com","Female",187183,0.5,17,6,0,0.518574609447593
"624",624,"Harry","Johnson","hjohnsonhb@yahoo.co.jp","Male",280475,0.2,11,7,0,0.509794903290773
"625",625,"Raymond","Ross","rrosshc@shareasale.com","Male",485407,0.9,13,10,1,0.459360187470783
"626",626,"Christine","Kelley","ckelleyhd@vk.com","Female",344419,0.2,16,11,0,0.484261835850835
"627",627,"Larry","Austin","laustinhe@storify.com","Male",409590,0.8,10,4,0,0.509753448494034
"628",628,"Sara","Boyd","sboydhf@edublogs.org","Female",225138,0.4,14,7,0,0.508009534351702
"629",629,"Debra","Lawrence","dlawrencehg@liveinternet.ru","Female",315990,0.6,13,9,1,0.480637715997249
"630",630,"Brandon","Myers","bmyershh@economist.com","Male",395384,0.4,6,5,0,0.509245791516668
"631",631,"Lillian","White","lwhitehi@ocn.ne.jp","Female",287401,0.3,14,9,1,0.494260055903891
"632",632,"Harold","Lane","hlanehj@moonfruit.com","Male",353163,0.4,13,3,0,0.539735977343574
"633",633,"Susan","Garcia","sgarciahk@w3.org","Female",156237,1,15,12,1,0.444139933876262
"634",634,"Denise","Day","ddayhl@spiegel.de","Female",200779,0.9,10,9,0,0.464227873101906
"635",635,"Dennis","Edwards","dedwardshm@ebay.co.uk","Male",359377,0.1,11,12,1,0.470128120899408
"636",636,"Fred","Gonzales","fgonzaleshn@google.fr","Male",165813,0.7,19,8,1,0.497504456192206
"637",637,"Joe","Fuller","jfullerho@uiuc.edu","Male",394328,0.7,6,10,1,0.454657625857671
"638",638,"Judith","Lawson","jlawsonhp@pagesperso-orange.fr","Female",481623,0.3,16,3,1,0.548340945487563
"639",639,"Christopher","Hamilton","chamiltonhq@indiatimes.com","Male",458755,0.9,13,9,0,0.468135762335895
"640",640,"Randy","Martin","rmartinhr@cam.ac.uk","Male",118350,0.1,19,10,0,0.503762498496763
"641",641,"Linda","Chapman","lchapmanhs@dailymotion.com","Female",255210,0.3,16,9,0,0.498185552637212
"642",642,"Jeffrey","Gutierrez","jgutierrezht@columbia.edu","Male",56312,0.4,14,4,1,0.534910910514929
"643",643,"Jason","Welch","jwelchhu@go.com","Male",410680,0.2,14,9,0,0.497322510721346
"644",644,"Amy","Howard","ahowardhv@archive.org","Female",112253,0.5,18,10,1,0.486504843343343
"645",645,"Craig","Reynolds","creynoldshw@berkeley.edu","Male",53072,1,5,5,0,0.48644296719894
"646",646,"Earl","Carter","ecarterhx@ca.gov","Male",472995,0.8,18,5,1,0.515609593840448
"647",647,"Jason","Garrett","jgarretthy@jigsy.com","Male",313379,0.8,11,4,0,0.512234240043852
"648",648,"Annie","George","ageorgehz@friendfeed.com","Female",225693,0.7,16,9,0,0.482938007563167
"649",649,"Phyllis","Fuller","pfulleri0@163.com","Female",103245,0.2,13,4,0,0.540467964587845
"650",650,"Betty","Ramirez","bramirezi1@yahoo.co.jp","Female",169440,0.3,19,12,0,0.478506460930839
"651",651,"Ryan","Lawson","rlawsoni2@fema.gov","Male",93443,0.2,16,10,1,0.494487935508512
"652",652,"Beverly","Ruiz","bruizi3@trellian.com","Female",282319,0.3,13,5,1,0.526847195939164
"653",653,"Jeffrey","Wells","jwellsi4@lulu.com","Male",139818,0.8,5,11,0,0.441981828317097
"654",654,"Martin","Hicks","mhicksi5@umn.edu","Male",393335,0.5,7,12,1,0.447035447205939
"655",655,"Daniel","Payne","dpaynei6@topsy.com","Male",301344,0.9,17,5,1,0.511001250676058
"656",656,"Jean","Grant","jgranti7@123-reg.co.uk","Female",187062,0.7,9,9,0,0.470177102459985
"657",657,"Timothy","Peters","tpetersi8@bluehost.com","Male",198403,0.9,17,8,0,0.485857175431594
"658",658,"Matthew","Hall","mhalli9@psu.edu","Male",83248,0.2,13,7,1,0.514787556501624
"659",659,"Mark","Young","myoungia@ucsd.edu","Male",175446,0.7,13,8,1,0.486290137786015
"660",660,"Doris","Vasquez","dvasquezib@storify.com","Female",252821,0.8,18,8,0,0.4912235711138
"661",661,"Paula","Harrison","pharrisonic@princeton.edu","Female",88021,0.9,18,12,0,0.454016649198895
"662",662,"Sarah","Weaver","sweaverid@e-recht24.de","Female",199606,0.2,15,9,1,0.500546029885009
"663",663,"Diana","Thomas","dthomasie@nifty.com","Female",492959,0.6,16,11,0,0.467862937854279
"664",664,"Lillian","Adams","ladamsif@unblog.fr","Female",197098,0.4,7,9,0,0.477973670498595
"665",665,"Robin","Hawkins","rhawkinsig@themeforest.net","Female",102886,0.8,5,12,1,0.433617400580292
"666",666,"Nicholas","Lane","nlaneih@intel.com","Male",188703,0.6,8,7,1,0.489373897029112
"667",667,"Janice","Wallace","jwallaceii@photobucket.com","Female",272672,1,5,3,1,0.502229463936219
"668",668,"Laura","Mills","lmillsij@stumbleupon.com","Female",92396,0.6,20,4,0,0.538110409451569
"669",669,"Chris","Wells","cwellsik@mozilla.org","Male",51189,0.6,9,10,0,0.466312049439546
"670",670,"Michelle","Marshall","mmarshallil@prnewswire.com","Female",78433,0.8,10,12,0,0.443068876555989
"671",671,"Dorothy","Gibson","dgibsonim@hatena.ne.jp","Female",244815,0.5,16,7,1,0.507740039999299
"672",672,"Laura","Wagner","lwagnerin@sbwire.com","Female",345520,0.6,8,3,1,0.522772836646296
"673",673,"Kathy","Moore","kmooreio@amazon.co.jp","Female",406028,0.5,6,4,1,0.513920600823765
"674",674,"Rebecca","Crawford","rcrawfordip@diigo.com","Female",57181,0.8,8,3,1,0.516918091489366
"675",675,"Jimmy","Mason","jmasoniq@kickstarter.com","Male",337833,0.5,11,4,0,0.523654921503891
"676",676,"Earl","Oliver","eoliverir@toplist.cz","Male",490857,0.6,6,10,0,0.457893051637666
"677",677,"Chris","Stanley","cstanleyis@mediafire.com","Male",173359,0.6,19,10,0,0.484108789039998
"678",678,"Bonnie","Hall","bhallit@home.pl","Female",265644,0.8,16,12,0,0.453010361461228
"679",679,"Dorothy","Fields","dfieldsiu@digg.com","Female",493924,0.9,13,7,0,0.485114827581302
"680",680,"Cheryl","Gordon","cgordoniv@dedecms.com","Female",299513,0.2,18,6,0,0.531285738323569
"681",681,"Clarence","Garcia","cgarciaiw@jugem.jp","Male",102429,0.8,14,3,1,0.527777538142465
"682",682,"Ann","Rodriguez","arodriguezix@lulu.com","Female",109104,0.1,17,10,0,0.500104941867174
"683",683,"Antonio","Bell","abelliy@washingtonpost.com","Male",495689,0.2,18,10,0,0.495604273884692
"684",684,"Kevin","Richardson","krichardsoniz@homestead.com","Male",341275,0.7,15,11,0,0.463125483990485
"685",685,"Justin","Armstrong","jarmstrongj0@desdev.cn","Male",410409,0.6,20,8,0,0.501641122090706
"686",686,"Ashley","Gonzalez","agonzalezj1@delicious.com","Female",323723,0.8,12,6,0,0.496819550023209
"687",687,"Kimberly","King","kkingj2@youtube.com","Female",299857,0.9,13,5,1,0.503576179614338
"688",688,"Diane","Patterson","dpattersonj3@europa.eu","Female",419915,0.2,7,5,0,0.518665044649921
"689",689,"Ernest","Austin","eaustinj4@house.gov","Male",295402,0.2,19,11,0,0.490154804512989
"690",690,"Bonnie","Hill","bhillj5@qq.com","Female",320887,0.4,11,10,1,0.476004674262788
"691",691,"Shawn","Greene","sgreenej6@kickstarter.com","Male",367272,0.8,14,12,1,0.448635870906377
"692",692,"Willie","Marshall","wmarshallj7@harvard.edu","Male",194849,0.6,9,8,0,0.482589589724315
"693",693,"Martin","Burns","mburnsj8@ucla.edu","Male",288577,0.1,12,3,1,0.549873738049373
"694",694,"Joe","Howell","jhowellj9@sohu.com","Male",191364,0.5,9,7,0,0.495074964042468
"695",695,"Earl","Marshall","emarshallja@nature.com","Male",476223,0.8,16,5,1,0.511871377779579
"696",696,"Stephen","Harvey","sharveyjb@cdbaby.com","Male",100035,1,5,11,0,0.434519869307256
"697",697,"Billy","Morales","bmoralesjc@ow.ly","Male",374989,1,10,5,1,0.493654744023408
"698",698,"Todd","Cruz","tcruzjd@nytimes.com","Male",303863,0.6,18,9,1,0.490009489539889
"699",699,"Janet","Freeman","jfreemanje@mysql.com","Female",376141,0.8,7,4,1,0.504393721828027
"700",700,"Phillip","Perkins","pperkinsjf@howstuffworks.com","Male",197087,0.3,6,4,1,0.522990860008824
"701",701,"Bonnie","Lynch","blynchjg@microsoft.com","Female",495676,0.3,15,10,0,0.486168741208908
"702",702,"Ronald","Daniels","rdanielsjh@phoca.cz","Male",427252,0.3,16,3,0,0.548692519476509
"703",703,"Ruby","Jordan","rjordanji@umich.edu","Female",315592,0.5,10,5,1,0.513336827184234
"704",704,"Barbara","Dean","bdeanjj@slate.com","Female",157444,0.2,14,9,0,0.498959986409946
"705",705,"Howard","Webb","hwebbjk@hud.gov","Male",66184,0.9,15,12,0,0.448581836969635
"706",706,"Samuel","Murray","smurrayjl@pagesperso-orange.fr","Male",414522,0.7,14,6,0,0.503809370306999
"707",707,"Adam","Fernandez","afernandezjm@deliciousdays.com","Male",72102,0.2,15,12,0,0.475560784014485
"708",708,"Kathryn","Burton","kburtonjn@examiner.com","Female",305783,1,10,8,0,0.468292531380016
"709",709,"Thomas","Graham","tgrahamjo@google.ca","Male",350114,0.7,16,5,1,0.516546426331845
"710",710,"Ashley","Simpson","asimpsonjp@abc.net.au","Female",119155,0.2,9,7,0,0.507120688199782
"711",711,"Douglas","Collins","dcollinsjq@bbc.co.uk","Male",76891,0.7,13,12,1,0.452514464179315
"712",712,"Jane","Henderson","jhendersonjr@washington.edu","Female",386023,0.8,8,5,0,0.497585256784312
"713",713,"Kenneth","Rodriguez","krodriguezjs@clickbank.net","Male",176046,0.4,6,9,0,0.47625112545272
"714",714,"Benjamin","Carpenter","bcarpenterjt@si.edu","Male",364235,1,16,8,1,0.479066598272764
"715",715,"Anna","Martin","amartinju@cmu.edu","Female",267297,0.6,18,9,1,0.490245932762927
"716",716,"Paula","Barnes","pbarnesjv@instagram.com","Female",79126,0.4,17,6,0,0.523132930081512
"717",717,"Alice","Hamilton","ahamiltonjw@ning.com","Female",482327,0.5,19,5,0,0.528986728817351
"718",718,"Jonathan","Murphy","jmurphyjx@dailymail.co.uk","Male",331693,0.9,16,9,0,0.474533385905396
"719",719,"Douglas","Gray","dgrayjy@aol.com","Male",263625,0.4,13,7,0,0.505901997973538
"720",720,"George","Butler","gbutlerjz@slashdot.org","Male",294470,0.7,7,11,1,0.448558762063648
"721",721,"Roger","Fuller","rfullerk0@bravesites.com","Male",197802,0.6,9,10,1,0.465364019842123
"722",722,"Doris","Hall","dhallk1@live.com","Female",74949,0.7,9,8,0,0.479505285602845
"723",723,"Jesse","Riley","jrileyk2@ftc.gov","Male",216923,0.2,9,8,1,0.497885262756274
"724",724,"Barbara","Hamilton","bhamiltonk3@abc.net.au","Female",477263,0.7,18,8,0,0.493631885315047
"725",725,"Timothy","Roberts","trobertsk4@seesaa.net","Male",97010,0,10,7,0,0.516841757880607
"726",726,"Julia","Rivera","jriverak5@pbs.org","Female",188534,0,15,7,1,0.525543302890972
"727",727,"John","Hicks","jhicksk6@e-recht24.de","Male",217284,0.3,15,11,0,0.47936564313996
"728",728,"Lisa","Hernandez","lhernandezk7@nasa.gov","Female",474644,0.3,8,11,0,0.464690799787301
"729",729,"Joan","Wells","jwellsk8@bing.com","Female",201454,0.7,11,11,0,0.456594908821556
"730",730,"Marilyn","Porter","mporterk9@bigcartel.com","Female",494544,0.5,19,7,1,0.511701256019385
"731",731,"Todd","Henry","thenryka@npr.org","Male",380713,0.1,16,5,0,0.539506178984751
"732",732,"Joshua","Cox","jcoxkb@domainmarket.com","Male",235791,1,19,11,0,0.459663445364726
"733",733,"Heather","Clark","hclarkkc@linkedin.com","Female",113074,0.4,7,9,1,0.478516986840896
"734",734,"Melissa","Ellis","melliskd@gov.uk","Female",456784,0.6,9,4,1,0.515308814887652
"735",735,"Adam","Nelson","anelsonke@imdb.com","Male",370786,0.5,14,9,0,0.486001667454265
"736",736,"Kathryn","Rodriguez","krodriguezkf@reddit.com","Female",399384,1,16,4,1,0.513252268023422
"737",737,"Marilyn","Powell","mpowellkg@nytimes.com","Female",380106,0.2,7,8,0,0.493112745001451
"738",738,"Melissa","Stone","mstonekh@java.com","Female",403681,0.4,5,6,0,0.498730232252934
"739",739,"Adam","Martin","amartinki@vinaora.com","Male",400129,0.1,19,8,0,0.519146933122646
"740",740,"Irene","Knight","iknightkj@bizjournals.com","Female",240790,0.4,20,11,0,0.48464740442218
"741",741,"Cynthia","Collins","ccollinskk@pbs.org","Female",333499,0.2,7,4,1,0.527827065743269
"742",742,"Jeremy","Foster","jfosterkl@mozilla.org","Male",468109,0.1,18,10,1,0.499642213802632
"743",743,"Anne","Jordan","ajordankm@clickbank.net","Female",85430,0.2,7,8,0,0.495018180192396
"744",744,"Sean","Dean","sdeankn@1und1.de","Male",63703,0.2,12,6,1,0.521658504476592
"745",745,"Bonnie","Fuller","bfullerko@gov.uk","Female",370838,0.8,9,10,1,0.456525929719122
"746",746,"Paul","Martin","pmartinkp@cornell.edu","Male",99517,0.6,12,9,1,0.480178803043739
"747",747,"Andrew","Peters","apeterskq@w3.org","Male",229210,0.7,8,5,1,0.502458843670554
"748",748,"Randy","Mcdonald","rmcdonaldkr@businessinsider.com","Male",278408,1,6,6,1,0.478241332593979
"749",749,"Victor","Ray","vrayks@microsoft.com","Male",336796,0.2,6,3,0,0.534550312681738
"750",750,"Virginia","Mccoy","vmccoykt@nbcnews.com","Female",364251,0.5,9,11,1,0.459544091033371
"751",751,"Jacqueline","Perez","jperezku@fastcompany.com","Female",238812,0.8,8,12,1,0.438314490037763
"752",752,"Laura","Riley","lrileykv@msu.edu","Female",312839,0.1,13,11,0,0.482749625855072
"753",753,"Lillian","Perkins","lperkinskw@about.me","Female",428549,0,5,7,1,0.505404601119754
"754",754,"Brenda","Evans","bevanskx@cbsnews.com","Female",377704,0.1,10,9,0,0.493960655969811
"755",755,"Melissa","Allen","mallenky@quantcast.com","Female",229154,0.2,17,4,1,0.547088497589703
"756",756,"Paul","Hernandez","phernandezkz@patch.com","Male",296145,0.8,17,7,0,0.49768799529647
"757",757,"Larry","Bryant","lbryantl0@google.pl","Male",362311,0.2,13,7,1,0.512983078156965
"758",758,"Jennifer","Morrison","jmorrisonl1@gravatar.com","Female",310467,0.7,17,5,1,0.51866146350689
"759",759,"Billy","Crawford","bcrawfordl2@toplist.cz","Male",469352,0,5,8,1,0.496537522998906
"760",760,"Jacqueline","Rodriguez","jrodriguezl3@intel.com","Female",58174,0.5,6,5,1,0.507566658231453
"761",761,"Ernest","Jackson","ejacksonl4@unicef.org","Male",271122,0.9,5,8,0,0.463082900605727
"762",762,"Amy","Carpenter","acarpenterl5@mashable.com","Female",365238,0.7,8,12,1,0.441356595710577
"763",763,"Catherine","Schmidt","cschmidtl6@instagram.com","Female",461418,0.2,9,8,0,0.496304308158648
"764",764,"Anthony","Walker","awalkerl7@freewebs.com","Male",479307,0.5,9,8,0,0.484609828213866
"765",765,"Lawrence","Lopez","llopezl8@wordpress.org","Male",460833,0.4,6,10,1,0.465806396964595
"766",766,"Wanda","Warren","wwarrenl9@shop-pro.jp","Female",313466,0,8,8,0,0.503121528438473
"767",767,"Bruce","Alvarez","balvarezla@microsoft.com","Male",76488,0.8,18,6,0,0.509570251481427
"768",768,"Kenneth","Hughes","khugheslb@unblog.fr","Male",136316,0.6,17,7,0,0.506440686260507
"769",769,"David","Howell","dhowelllc@unc.edu","Male",69864,0.8,12,9,1,0.472651341385279
"770",770,"Edward","Simpson","esimpsonld@pinterest.com","Male",407431,0.1,15,12,1,0.477252080229814
"771",771,"Christine","Duncan","cduncanle@techcrunch.com","Female",480270,0.7,18,3,1,0.536628629391915
"772",772,"Rebecca","Bennett","rbennettlf@amazonaws.com","Female",99338,0.7,19,9,0,0.489331059526292
"773",773,"Eric","Freeman","efreemanlg@tinypic.com","Male",396771,0.5,5,8,1,0.477708836536931
"774",774,"Anna","Daniels","adanielslh@last.fm","Female",331797,0.9,14,3,1,0.522434795809974
"775",775,"Rose","Holmes","rholmesli@utexas.edu","Female",253539,0.9,20,5,1,0.516886382298712
"776",776,"Michael","Mccoy","mmccoylj@ca.gov","Male",475789,0,10,5,0,0.531598970698396
"777",777,"Sara","Lane","slanelk@delicious.com","Female",144050,0.8,12,12,0,0.446361926788216
"778",778,"Doris","Sanders","dsandersll@senate.gov","Female",157953,1,6,12,0,0.427400793678247
"779",779,"Joshua","Stephens","jstephenslm@hostgator.com","Male",294441,0.8,12,4,0,0.514215368595971
"780",780,"Russell","White","rwhiteln@ning.com","Male",337097,0.4,16,4,0,0.536812640520314
"781",781,"Elizabeth","Bishop","ebishoplo@hud.gov","Female",138794,0.9,17,11,0,0.460432906626426
"782",782,"Kathy","Fields","kfieldslp@reuters.com","Female",449976,0.1,11,8,0,0.50395523962678
"783",783,"Daniel","Porter","dporterlq@wired.com","Male",84956,0.7,15,8,1,0.490592607758408
"784",784,"Virginia","Ruiz","vruizlr@com.com","Female",50243,0.2,12,10,0,0.487332589222885
"785",785,"Diana","Holmes","dholmesls@tripod.com","Female",253788,0.7,6,11,0,0.446963148606359
"786",786,"Phillip","Rose","proselt@wufoo.com","Male",254057,0.6,19,7,0,0.509396692064642
"787",787,"Jeremy","Gilbert","jgilbertlu@buzzfeed.com","Male",223199,0.3,14,11,1,0.477468723965231
"788",788,"Lisa","Long","llonglv@blog.com","Female",101192,0.3,13,4,0,0.536621637699175
"789",789,"Gary","Rice","gricelw@tripadvisor.com","Male",401662,0,15,10,1,0.498355460948959
"790",790,"Randy","Frazier","rfrazierlx@newyorker.com","Male",237580,0.8,7,11,0,0.445067022415086
"791",791,"Robert","Spencer","rspencerly@europa.eu","Male",244781,0.1,13,3,1,0.552015603505673
"792",792,"Jeffrey","Perkins","jperkinslz@nps.gov","Male",276707,0.1,12,11,0,0.481124591168641
"793",793,"Nicholas","Fox","nfoxm0@wisc.edu","Male",378693,0.3,5,8,1,0.485544936588401
